,loss,accuracy,val_loss,val_accuracy
0,0.654451847076416,0.7230203151702881,0.5146656036376953,0.7401658892631531
1,0.5174710750579834,0.7393820285797119,0.5109025239944458,0.7460323572158813
2,0.5154243111610413,0.740050196647644,0.5096253752708435,0.7440035939216614
3,0.514786958694458,0.740234375,0.5094406008720398,0.7387667298316956
4,0.5138083100318909,0.740966796875,0.5104861855506897,0.7463622093200684
5,0.513363778591156,0.740936815738678,0.5104913115501404,0.7460523843765259
6,0.513329267501831,0.7409411072731018,0.5111474990844727,0.746971845626831
7,0.5127924680709839,0.7413608431816101,0.5103880167007446,0.7453027963638306
8,0.5125658512115479,0.7415021657943726,0.5087530612945557,0.7449230551719666
9,0.512524425983429,0.7412066459655762,0.5097314715385437,0.736897885799408
10,0.5124748349189758,0.7417206168174744,0.5097610354423523,0.7459424138069153
11,0.5123860836029053,0.7412537932395935,0.5087410807609558,0.743873655796051
12,0.5121192336082458,0.7419690489768982,0.5141004920005798,0.7302019000053406
13,0.5125436782836914,0.7420846819877625,0.510236918926239,0.739756166934967
14,0.5117017030715942,0.7418148517608643,0.5108872056007385,0.73942631483078
15,0.5119224190711975,0.7413651347160339,0.5111364722251892,0.7339696288108826
16,0.5118353962898254,0.7415021657943726,0.5106325745582581,0.732800304889679
17,0.5119097232818604,0.7414721846580505,0.5096936821937561,0.7363981604576111
18,0.5114662051200867,0.7415792942047119,0.5110890865325928,0.7484709024429321
19,0.5115341544151306,0.7416006922721863,0.5086278915405273,0.7421947121620178
20,0.5114157199859619,0.7419819235801697,0.5090740323066711,0.7411453127861023
21,0.5115938186645508,0.7418748140335083,0.5090413093566895,0.7462822198867798
22,0.5113973617553711,0.7416778206825256,0.5092226266860962,0.745202898979187
23,0.5112895369529724,0.7417891621589661,0.5089954137802124,0.7426943778991699
24,0.5111231207847595,0.7423202991485596,0.5111028552055359,0.7480111718177795
25,0.5117100477218628,0.7417677640914917,0.510013997554779,0.7433140277862549
26,0.5109535455703735,0.7419347763061523,0.5119380950927734,0.7488606572151184
27,0.5113595724105835,0.742645800113678,0.5093122124671936,0.7377873063087463
28,0.5110585689544678,0.7423374056816101,0.5108139514923096,0.7483110427856445
29,0.5111335515975952,0.7423288226127625,0.5096105337142944,0.7360983490943909
30,0.5111475586891174,0.741973340511322,0.5085932612419128,0.7422946095466614
31,0.5109720826148987,0.7421789169311523,0.5089102983474731,0.7437037825584412
32,0.5109357833862305,0.7427743077278137,0.5121186971664429,0.7322306632995605
33,0.5112901926040649,0.7421446442604065,0.508985161781311,0.7461622953414917
34,0.5107752084732056,0.7425172924995422,0.5092765688896179,0.737987220287323
35,0.5110375285148621,0.7417249083518982,0.5098844766616821,0.7468718886375427
36,0.5108886957168579,0.7423588037490845,0.5092750191688538,0.7382270693778992
37,0.5107448697090149,0.7424187660217285,0.5096631050109863,0.7367879152297974
38,0.51066654920578,0.7426714897155762,0.5144554972648621,0.723555862903595
39,0.5107985138893127,0.7426500916481018,0.5087417364120483,0.744813084602356
40,0.5104957818984985,0.7425172924995422,0.5088812708854675,0.7453327775001526
41,0.5104776620864868,0.7429242134094238,0.5108004808425903,0.7337897419929504
42,0.5106805562973022,0.7425987124443054,0.50874263048172,0.7423346042633057
43,0.5105953812599182,0.7427914142608643,0.5097952485084534,0.7470018267631531
44,0.510797381401062,0.7428556680679321,0.5087238550186157,0.745262861251831
45,0.5104644298553467,0.7425472736358643,0.5087610483169556,0.7452828288078308
46,0.5106666088104248,0.7427143454551697,0.5087863206863403,0.739726185798645
47,0.5104573965072632,0.742705762386322,0.5087444186210632,0.7446432113647461
48,0.5105578899383545,0.742859959602356,0.5093915462493896,0.7434239387512207
49,0.5105939507484436,0.7429456114768982,0.5086900591850281,0.7426744103431702
